poiId,city,poiName,commentCount,commentScore,heatScore,sightLevelStr,price,latitude,longitude,tagNameList,shortFeatures,reference_time,summary,opening_hours
57710322,Changsha,Changshayao Museum,1,4.0,2.0,,0.0,28.412921,112.838494,Museums,,1 hour,"In the nearly 6000 square meter Changsha Kiln Museum, there are more than 1200 precious pieces of Tongguan Kiln ceramics collected. With rich and detailed historical data as evidence, it tells the long history and vicissitudes of Changsha Tongguan Kiln ceramic culture. Ceramics have witnessed the historical changes from ancient times to the present, and ceramic museums are cultural carriers of the long river of history.",Opens at 09:00-18:00
58257400,Changsha,Hunan Hall of Fame,120,4.5,2.3,,0.0,28.409357439040093,112.84116989172396,Traditional/Cultural Experiences,,1-2 hours,"The Hunan Hall of Fame is located in Changsha, Hunan Province, and is a cultural venue showcasing historical figures from Hunan. This place gathers numerous celebrities who have had a significant impact on Hunan and even Chinese history from ancient times to the present. Through rich exhibitions and interactive experiences, visitors can gain a deeper understanding of the essence of Hunan culture and the great deeds of celebrities.",Open from 09:00 to 17:00 throughout the year
142216358,Changsha,Xiang Jiang Happy City Happy Water Park,582,4.8,6.4,,199.0,28.080462,112.912227,Aquariums,,,"Xiangjiang Happy Ocean (Changsha Haichang) is an important part of Xiangjiang Happy City in Dawangshan Tourist Resort, with a total area of about 300000 square meters, a water volume of 30000 cubic meters, and a total construction area of about 78000 square meters. The park integrates exhibitions of marine, polar, and cute pet animals, mechanical amusement and multimedia experiences, themed performances, and marine culture popularization. It gathers dozens, hundreds, and nearly 40000 rare and endangered polar and marine animals, as well as nearly 40000 ornamental fish species. It will also introduce representative animals of the North and South Poles, such as polar bears and emperor penguins. The park has five themed areas: Happy Harbor, Youlebao Island, Deep Sea Secret Realm, Ice World, and Fantasy Lake. It not only has an exploration park suitable for children, but also designs thrilling, fast, and exciting experience projects for young people, suitable for all ages to check-in. As a large-scale comprehensive ocean park in the country, Happy Ocean is an immersive cultural and tourism research and learning base, innovatively creating an interactive experience of ""technology+culture+plot"". Viewers can experience close interaction with animals, science education exhibitions, and innovative performances. After opening, it is expected that the annual passenger flow will exceed 2 million, not only filling the gap of no large-scale ocean park experience projects in the province, but also injecting new vitality into Changsha's tourism industry through innovative products and services. Full text ",Open at 09:30-17:00
131917294,Wuhan,Han Street,3,3.7,2.1,,0.0,30.557465,114.339737,Featured Neighborhoods,,,"Hanjie is a part of the Central Cultural District of Wuhan, with a total length of about 1.5 kilometers. It has rich commercial content, many fashionable and popular brands, and also gathers numerous cultural projects, making Hanjie a commercial pedestrian street with cultural taste.",Open all day
88799,Nanchang,Jiangxi Provincial Museum,1090,4.4,7.3,,0.0,28.705687,115.881877,Museums,,1-2 hours,"The Jiangxi Provincial Museum (New Building) is one of the three major cultural centers in Jiangxi Province. It is based on a square box and symbolizes a treasure box. It has six floors, a building area of 86000 square meters, and an exhibition area of 28000 square meters. The Jiangxi Provincial Museum (New Museum) gathers precious historical relics and ancient art masterpieces discovered from various parts of Jiangxi, and collects a large number of cultural relics from the province. The Jiangxi Provincial Museum (New Building) has established an exhibition system that combines permanent and temporary exhibitions, consisting of 8 permanent exhibitions and 3 temporary exhibition halls. The entire exhibition showcases the historical landscape and cultural characteristics of Jiangxi, meeting the diverse needs of the public in the new era with high quality.",Open at  09:00-17:00(Admission ends at 16:00)
51972063,Nanchang,Dashiyuan Beiqu Shequ Culture Square,0,0.0,3.1,,0.0,28.687917,115.884425,Squares,,,,
117462443,Nanchang,Wanshougong,58,4.6,6.2,,0.0,28.675031,115.885009,Featured Neighborhoods,,2-3 hours,"The Wanshou Palace Historical and Cultural District showcases the architectural style and historical culture of the Jiangyou ethnic group. Here, tourists can stroll through retro style shops, taste snacks from the 1980s and 1990s, and reminisce about the past.","Open year round, 24/7"
100097555,Nanchang,The National Archaeological Site Park of Nanchang Han Dynasty Haihun Marquis,1313,4.5,7.8,,60.0,29.025556,115.931426,Historical Sites,,3-5 hours,"The Han Dynasty Haihun Marquis State Site in Nanchang consists of the capital city of Haihun Marquis State, Zijin City, the first generation Haihun Marquis Liu He Cemetery, and the western and southern tomb groups of the city site. It is a typical Han Dynasty capital settlement site discovered in China. Since the archaeological excavation of Liuhe Cemetery began in 2011, more than 10000 precious cultural relics such as gold, bronze, iron, jade, lacquered wood, ceramics, bamboo weaving, grass weaving, textiles, bamboo slips, and wooden slips have been unearthed, which is rare in recent archaeological work in China. Among them, as many as 480 gold artifacts were excavated and unearthed. At the same time, the discovery of precious cultural relics such as Confucius' clothing mirror, gilded patterned bells, chimes, jade seals, etc., has great value. The Haihun Hou State Archaeological Site Park is divided into six functional areas: the Site Museum Area, the Tomb Exhibition Area, the Zijin City Exhibition Area, the Archaeological Reserve Area, the Entrance Functional Area, and the Historical Experience Ecological Leisure Area. Highlight 1: The design of the Han Dynasty Haihun Hou Tourist Center in Nanchang incorporates elements from the jade bi unearthed from Liu He's tomb. From a high altitude, it looks like a self forming circular ""Congbi Litian"" jade clasp. The building area is 8500 square meters. The tourist center comprehensively accommodates tourist reception services, cultural leisure display, cultural experience, entertainment shopping and other functions. Highlight 2: The architectural form of the Nanchang Han Dynasty Haihun Hou Guo Site Museum has extracted the dragon shaped patterns that have appeared multiple times in the cultural relics unearthed from Liu He's tomb, symbolizing the hidden dragon in the mountains and fields. The building area is 39296 square meters. Our positioning for it is cultural display, cultural experience, etc. The archaeological museum has exhibitions and displays of unearthed cultural relics, as well as projects such as 4D cinemas and VR experiences. Highlight 3: Haihun Marquis Liu He Cemetery Liu He Cemetery has a trapezoidal plan, with a width of 141-186 meters from north to south and a length of 233-248 meters from east to west. The perimeter of the walls is 868 meters and the width is about 2 meters, covering a total area of about 46000 square meters. The cemetery consists of two main tombs, seven burial tombs, an outer pit and garden wall, north and east gates and their gates, sleeping quarters, ancestral halls, and temple officials' quarters. There is a complete road system and drainage facilities in the park. Some tombs have ancestral halls built in front of them. The two main tombs, Hou Tomb and Hou Madam Tomb, are located in the same tomb but different caves, occupying a higher and central position in the cemetery. The two tombs share a high platform with an area of about 4000 square meters. Its ceremonial architecture consists of east and west wing rooms, sleeping halls, and ancestral halls. Full text ",Opens at 09:00-17:00(Admission ends at 16:00)
111989165,Nanchang,Nanchang Relic Museum For Haihun Principality of Han Dynasty,243,4.5,6.6,,60.0,29.030059,115.939821,Museums,,2-3 hours,"The Nanchang Han Dynasty Haihun Marquis State Site Museum is located in Xinjian District, Nanchang City. It mainly displays precious cultural relics unearthed from the Haihun Marquis tomb, including horseshoe gold, lacquerware, bronze ware, bamboo slips, etc. The exhibits are exquisite and rich in connotation.",Opens at 09:00-17:00(Admission ends at 16:00)
13412903,Nanchang,Tengwang Pavilion Cruise,1000,4.5,6.6,,110.0,28.684665,115.881082,Boat Tours; Nighttime sightseeing,,1-3 hours,"Tengwang Pavilion, located by the city and facing the river, is known as the ""first tower of the Xijiang River"". For thousands of years, people have been intoxicated by the beautiful scenery of the Gan River, where ""the sunset and solitary geese fly together, and the autumn water flows in the same color as the sky"". In recent years, Nanchang City has built two cities in the north and south with the Gan River as the main axis. ""One River, Two Banks"" is not only a landmark landscape of modern Nanchang, but also an indispensable landscape element for visiting the Gan River. In order to further enhance the image of Nanchang as a historical and cultural city in China, meet the development needs of Nanchang as a tourist city, and facilitate the general public and domestic and foreign tourists to appreciate the charming scenery of Nanchang such as ""famous city, famous river, famous building, famous scenery"", greatly improve the quality of tourists' sightseeing, and enrich the content of tourists' sightseeing. The LED walls of 296 high-rise buildings along the Yangtze River form a giant screen, setting a Guinness record. Every night at 8:30, a spectacular light show is staged, taking you to experience the charm of Nanchang. Southeast Huaguang. The Tengwang Pavilion Cruise is a wonderful platform to enjoy the night view of the Gan River, with 360 degree sightseeing without any blind spots. The Tengwang Pavilion on the east bank is quaint and magnificent, and the Honggu Beach on the west bank is fashionable and beautiful. The two sides of the Taiwan Strait shine brightly and are in the same lineage. The ""Tengwang Pavilion"" cruise ship, with a length of 36 meters and a width of 10 meters, is a twin body three story sightseeing cruise ship. It is fast, convenient, with beautiful lines, safe and reliable. It is an environmentally friendly, luxurious and pioneering cruise ship with a new style. The layout of this cruise ship is scientifically reasonable, and the cabin space design is highly humanized, integrating the spatial design concepts of business clubs and high-end fashionable cruise ships. It represents the development direction of China's catamaran cruise ships and is known as the ""Rolls Royce"" of water tourism. It is currently the cruise ship with excellent software and hardware on the Gan River. Full text ",Opens at 09:00-21:00
39189476,Nanchang,Nanchang Zoo,1234,4.3,8.5,,60.0,28.5454992826756,115.9440000966086,Parks,,2-4 hours,"Nanchang Zoo is located in Nanchang City, Jiangxi Province. It is a large zoo that integrates animal viewing, science education, and leisure and entertainment. There are various rare animals raised in the park, such as giant pandas, giraffes, lions, tigers, etc. It is a great place for families to play and for children's education.",Open from 08:30 to 17:30 throughout the year
10795353,Nanchang,Nanchang Ocean Park,944,4.5,5.7,,119.0,28.678834,115.983423,Cute animals; Treasure place for walking babies,Walk through the tunnel to see penguins and enjoy the polar ocean,2 hours,"Nanchang Ocean Park is a large-scale modern ocean park covering an area of 40 mu. The total length of the undersea tunnel of Nanchang Ocean Park is 74 meters, with more than 800 species of marine life and more than 10,000 tails. Nanchang Ocean Park is one of the largest marine aquariums in China and is known as Nanchang Ocean Zoo and Nanchang Aquarium. Ocean Park is a large-scale modern ocean park invested, designed and built by Hangzhou Underwater World Science Popularization Co., Ltd. The first phase of the marine aquarium has a total investment of 100 million yuan, covering an area of 40 mu, a building area of 12,000 square meters, a total water body of more than 5,000 tons, a total length of 74 meters of undersea tunnel, more than 800 species of marine life and more than 10,000 animals (tails). It is one of the largest marine aquariums in China. (1) The Freshwater Biological Museum of Ocean Park displays nearly a hundred kinds of tropical freshwater ornamental fish: ferocious silver pomfret, precious Chinese sturgeon, huge walrus... The mysterious Yama brings you infinite reverie from the forest scenery. (2) The lively and lovely seals and dolphin ""actors"" in the sea animal and dolphin performance theater perform spiritual programs such as header and skateboarding for you, which makes people laugh. (3) Hundreds of colorful and shaped coral reef fish in the Coral Reef Biological Museum, such as the overbearing cannonball fish, the lazy sucker fish, and the boxy papaya fish, swim in the flowery coral clusters. The unique charming scenery of the tropical coral sea makes people fascinated and linger. (4) Ocean Park Cross-Harbour Tunnel Pavilion is located in a dark underwater passage, and the super monster sharks and rays in the depths of the seabed near Bermuda are close at hand, which is thrilling. (5) The Ocean Theater of Nanchang Ocean Park performs large-scale performances such as human turtles, human sharks dancing together, and thousands of fish competing for food. (6) The Ocean Folk Museum of the park has participatory projects such as ""Picking Shellfish on the Beach"", ""DIY Area for Weaving Fish Nets"", ""Multimedia Science Popularization Area"" and ""Fish Pond"". (7) Park Ocean Restaurant provides all kinds of quick and delicious Chinese and western meals with children, which you will definitely like. (8) The souvenir mall is full of exquisite gifts with various ocean themes, which adds to the enrichment and joy of the journey. Ocean Park Animal Performance Time: Performance Items Performance Time Performance Place Spoonkissed Sturgeon Filter Feeding Performance 8:35, 10:35, 12:35 Freshwater Biology Museum Ferocious Silver Pomfret Predator Performance 8:40, 10:40, 12:40, 14:40 Freshwater Biology Museum Sea Lion Performance 10:50, 14:50 Dolphinarium Turtle, Shark, Mermaid Performance 9:20, 11:20, 13:20, 15:20 Ocean Theater Ten Thousand Fish Competition Performance 9:40, 14:10 Undersea Tunnel Hall Walrus Feeding Performance 10:45, 14:45 Freshwater Biology Museum 
Traffic",Opens at 08:30-17:00(Admission ends at 16:30)
130886814,Wuhan,jiang han guan da lou,2,5.0,3.8,,0.0,30.576299,114.297483,Historical Architectures,,,"The former site of Jianghan Pass Building is located in Jiang'an District, Wuhan City. After entering the interior, people can visit indoors or enjoy pyrography in the exhibition area. After going upstairs, there is a semi outdoor area where they can take beautiful photos.",Open at  09:00-17:00(Admission ends at 16:00)
36232586,Nanchang,Nanchang Warship,502,4.7,6.9,,45.0,28.724947,115.895982,Treasure place for walking babies,,1-2 hours,,Opens at 09:00-16:15
31671388,Changsha,Mozhuang Museum,8,4.3,3.2,,0.0,28.191265,112.843362,Museums; Venue exhibition hall,Classical garden architecture rebuilt in different places,2-3 hours,"Located in the countryside, it is a private museum. The owner of the museum built a garden yard, covered with mountains, stones and pools, and cultural relics were hidden in a wooden building. The most fascinating part of the old house is the exquisite wood carvings on the doors, windows, gongs and beams. Woodcarvings of all kinds of characters, animals, flowers and plants are vivid. The ancient architect carefully removed beams, columns, bricks and tiles, and numbered them one by one. It only took two months to dismantle the old house of more than 400 square meters. After all the components were packed, together with the bluestone floor of the old house, more than 10 trucks were transported to Changsha.",Opens at 9:00-18:00
77625,Changsha,Mawangdui Han Tombs,187,4.0,6.7,,0.0,28.205524,113.027415,Historical Sites,,0.5-1 hour,"In the Mawangdui Han Tomb Site, the famous Mawangdui female corpse was unearthed. The site is located in the Mawangdui Hospital in the eastern suburbs of Changsha. Among the three tomb pits, the first and second pits have been filled, and only the third pit and the exhibition room on the pit are open to the public. The Mawangdui Han Tomb is the burial site of Li Cang, the Prime Minister of Changsha State in the early Western Han Dynasty, as well as his wife and son. Among them, the first tomb pit buried Li Cang's wife Xin Zhui. When unearthed, the soft tissues were elastic, the joints could move, and the blood vessels were clearly visible. It is an unprecedented non decaying wet corpse in the history of world archaeology. Afterwards, this type of ancient corpse was named the Mawangdui Corpse. At present, the female corpse and other burial objects have been relocated to the Hunan Provincial Museum.",Open at  09:00-17:00(Admission ends at 16:30)
27302592,Changsha,Changsha Ferris Wheel,632,4.3,6.2,,70.0,28.178918,112.985789,Ferris Wheels; Nighttime sightseeing,,0.5-1 hour,"The uniqueness of the Changsha Ferris wheel lies in its standing on a giant roof, which is very novel. At night, this place is brightly lit and colorful. The Ferris wheel is located 120 meters above the ground level downstairs and can accommodate 360 people at the same time. It takes about 20 minutes for the Ferris wheel to complete one circle, providing a panoramic view of the entire city of Changsha. To the east, you can see Changsha University, Window of the World, and Xingsha Economic Development Zone. To the south, you can see the Provincial Botanical Garden, Nanjiao Park, and the under construction Tianxin Ecological New City. To the west, you can see Yuelu Mountain, Xiangjiang River, and Orange Island. To the north, you can see the Kaifu District Government located north of Wujialing. The rotating shaft installed at the center of the Ferris wheel can emit more than 50 different colors of computer combination lights, forming 50 colorful ""color exercises"" every night. The outer ring of the Ferris wheel is also equipped with a halo, which can emit various colors of light. The two series of lights make the Ferris wheel a beautiful scenery in Changsha.",Opens at 18:30-22:30(Admission ends at 22:00)
31660032,Changsha,Hunan Art Museum,19,4.8,4.0,,0.0,28.15264,112.950174,Art Museums,,3-4 hours,"The Hunan Art Museum is located on the west bank of the Xiang River and at the foot of Yuelu Mountain, covering an area of over 50000 square meters and a building area of over 24700 square meters. The architectural spatial pattern is based on the basic image of ""Three Xiangs and Four Waters"". The main building adopts environmentally friendly and innovative customized ceramic panels in reddish brown and white colors, which are integrated with the surrounding environment. It is both thick, ancient and simple, showcasing the unique charm of Hunan's cultural heritage and red cultural genes. Full text ",Open at  09:00-17:00(Admission ends at 16:30)
136010221,Changsha,Hunan First Normal University Former Site,10,5.0,4.8,,0.0,28.175844,112.972595,Historical Architectures,,,"The old site is located in Tianxin District, Changsha City. The college was formerly known as Chengnan Academy founded by Zhang Wei during the Southern Song Dynasty, and was established as Hunan Normal University in 1903.",Open at  09:00-17:00(Admission ends at 16:00)
112647123,Changsha,Yangfan Night Market,11,4.1,5.0,,0.0,28.190019,113.038648,Featured Neighborhoods,,2-3 hours,"Yangfan Night Market is located in Furong District, Changsha City and was established in 2011. The night market is distributed in a cross shape, with a total length of about 1050 meters and more than 370 specialty small shops gathered, making it very lively.",Open at 18:00-00:00
87289,Changsha,Changsha Underwater World,2573,4.7,7.4,4A,150.0,28.238254,113.062381,Cute Animals; Hidden Gems for Strolling with Kids,Enjoy marine life and summer water activities to beat the heat.,3-4 hours,"The aquarium houses over a thousand species and tens of thousands of marine creatures and freshwater fish from around the world. The cute and obedient seals, the mighty and fierce sharks, the colorful coral reefs, the various sea grasses, and the mysterious underwater wonders offer a captivating view of the ocean floor. You can also sit back and enjoy the scheduled performance where seals and divers feed the fish.

In addition, the water park is a paradise for water play and fitness, with thrilling high-platform slides, a gently flowing lazy river, crashing artificial waves, a cartoon-themed children's pool, and a deep-water pool suitable for all ages, creating a joyful harbor. In the Fish Paradise, visitors can catch, fish, and enjoy the endless fun of marine life. The children's playground offers boundless joy for kids, while the amusement park features exciting activities such as the rocket bungee jump, the leisurely cloud walk, the zip line, and the thrilling hammer game that guarantees endless fun.

For shopping or refueling, there are also shopping malls and food courts within the underwater world.",Opens at 09:00-17:30(Tickets available until 16:45)
69541607,Nanchang,Jiulonghu Wetland Park,13,4.5,3.6,,0.0,28.582111,115.803813,Wetlands,,2-3 hours,"The facilities in Jiulong Lake Wetland Park are well-equipped, with a fountain for citizens to enjoy and a green island around the lake for citizens to exercise. Providing a rich and shared resting space for citizens and other living beings.","Open year round, 24/7"
58303878,Nanchang,HongGu TanJin Jie,39,4.7,4.0,,0.0,28.694001,115.850161,Featured Neighborhoods,,2-3 hours,"Honggutan Jinjie is a characteristic commercial block in Jiangxi Province, which is a modern block that is young, fashionable, healthy, and vibrant.","Open year round, 24/7"
83427,Nanchang,Meiling National Scenic Area,479,4.3,6.4,,0.0,28.775951,115.732622,Get close to nature; Treasure place for walking babies,Enjoy the sunrise at the top of Meiling,3-4 hours,,"Open year round, 24/7"
15129159,Guangzhou,Canton Tower-Bubble Tram,1555,4.6,6.8,,283.0,23.106343,113.324558,Ferris Wheels; Nighttime sightseeing,,20-30 minutes,"The Ferris wheel is located 460 meters away from the Guangzhou Tower and is one of the popular tourist attractions in the tower. It cleverly utilizes the platform at the top of the tower and, unlike other Ferris wheels, runs on an inclined track. It is currently the tallest horizontal Ferris wheel in the world. The Ferris wheel is composed of 16 transparent crystal ball cabins that resemble sparkling pearls, slowly flowing around, and the beautiful scenery of Yangcheng unfolds before my eyes like a scroll. Sun, moon, and stars, accompanied by auspicious clouds, this place has become a romantic place for marriage proposals, allowing tourists to experience the romance at the top of the world. Full text ",Opens at 15:00-22:30
128715622,Guangzhou,Haixin Bridge,32,4.3,4.6,,0.0,23.108114,113.318962,Bridges,,0.5-1 hour,"To the north of the construction site of the the Pearl River Pedestrian Landscape Bridge is the island tip on the east side of Ersha Island, and to the south is the International Media Port. The width of the river is about 280 meters, with an upstream distance of about 500 meters from Guangzhou Bridge and a downstream distance of about 1.4 kilometers from Liede Bridge. The planned navigation net width at the bridge location is not less than 180 meters and the net height is 10 meters. The main bridge adopts a steel structure inclined arch bridge with a main span of 240 meters. The total length of the bridge deck on the east side is about 451 meters, and the total length of the main beam on the west side is about 296 meters. The pedestrian bridge has a total width of 20 meters in the middle span, with a width of 6 meters on the west side, 8 meters on the east side, and 6 meters on the middle staircase.",Open at 07:00-23:00(Admission ends at 22:45)
13526268,Guangzhou,Pearl River Night Cruise Canton Tower-Sun Yat-sen University Pier,2275,4.4,4.9,,98.0,23.103787,113.298651,Boat Tours; Nighttime sightseeing,,0.5-1 hour,"Guangzhou Tower · Zhongda Pier, close to Sun Yat sen University, is an important the Pearl River night cruise ship dock. The cruise ship starts from the Zhongda Pier via Ersha Island - Xinghai Concert Hall - Zhongda North Gate - Haiyin Bridge - Guangzhou Bridge - Haixinsha - Guangzhou Tower - Liede Bridge - and returns to Guangzhou Tower. Full text ",Open at 09:00-22:30
31678638,Guangzhou,Yongqing Fang,306,4.5,6.2,4A,0.0,23.120549,113.244008,Nighttime sightseeing,The popular check-in spots for young people.,1-2 hours,"The saying ""Dongshan young master, Xiguan young lady"" is passed down among the people of Guangzhou, symbolizing Dongshan, the area of power, and Xiguan, the area of wealth. Together, they represent a microcosm of Guangzhou's historical and cultural heritage. Yongqingfang is located on Enning Road, a street with a history of over a hundred years. This area was once part of the old Xiguan district, rich in cultural relics and historical sites. After urban renovation, the area has preserved the charm of old Guangzhou's Xiguan while infusing modern commercial art. The transformed Yongqingfang features many hand-painted walls and unique artistic shops, such as the Post Office of Time, letterpress printing experiences, and trendy cafés, making it a perfect place for photography and sightseeing.","Open year round, 24/7"
10558935,Guangzhou,Chimelong Paradise,22088,4.7,8.0,,250.0,22.999198,113.33032,Theme Parks; Nighttime sightseeing,,1 day,"Chimelong Happy World has multiple large-scale amusement equipment, such as the Ten Ring Roller Coaster, Vertical Roller Coaster, Super Pendulum, etc., allowing you to experience exciting experiences with your friends. Chimelong Happy World has also undergone innovative upgrades in areas such as super entertainment, amusement facilities, and catering support services. We will focus on creating six new themed areas, two performance plazas, new floats and parade routes, and fully upgrading super dynamic amusement facilities, which will bring you a brand new gaming experience. Six themed areas, two performance plazas, and a brand new parade route. Chimelong Happy World is reshaping and creating six themed areas: Jungle Adventure, Rhythmic World, Happy Carnival, Star Dream Wonderland, Touching Space, and Scream Zone. Six themed areas will strengthen performance elements, introduce parent-child amusement projects, and further upgrade the visual experience. Happy World has created two major performing arts squares, named Super Performing Arts Square and Central Performing Arts Square respectively. The Super Performing Arts Square is a performance square within the park, with a new concept of mysterious main stage. The central stage of the square adopts a lifting design, which can be connected to the main stage. The center can create fountains, lights, flames, and other displays, and the performance content is even more explosive. The daily scheduled grand performance of ""Super Electronic Music Party"" presents international level cool electronic music on site, combined with advanced drones and low altitude fireworks performances, bringing visitors a stunning visual feast. In addition, the Central Performing Arts Square features a rocket roller coaster as the stage background and a newly created wave themed stage. Every day, the ""Youth Hot Dance Music Party"" is held regularly, with cute girl group performances, passionate rock bands, and trendy street dance, allowing you to experience a different kind of entertainment heat wave. The all-new large-scale themed performance ""Joyful and Colorful Parade"" is coming, with a new tour route surrounding Chimelong Happy World. The parade starts from the Super Performing Arts Square and ends at the starting point, with a total length of 1.6 kilometers and a road width of no less than 8 meters. The new float display has undergone a major upgrade in appearance, with a super large float that can reach a height of 10 meters. It features a large aerial insect device and an animal float formation, making it fun, dynamic, and highly interactive. The ""Joyful and Colorful Parade"" will continue until August, and the second phase of the super themed parade will follow. More than ten giant themed floats from France, with strange mythical animal shapes and immersive experiences, will bring you the scene of coming to a foreign land. The entire parade features a pioneering track without railings, using ground spotlights to create a safe distance for visitors, achieving true zero distance and enhancing their comfortable viewing experience. At the same time, 8-10 interactive small stages have been set up around the parade route, with more comprehensive scenes and richer content. The performances are uninterrupted throughout the day, and visitors can experience exciting performances at any time when entering the park. Meanwhile, Chimelong Happy World has added three new iconic areas: Circus Town, Cookie Factory, and Time Castle. The circus town is themed around colorful circus elements, featuring pink trains, winding mazes, and clown hat circus shacks; Taking the production line as the story, climbing through curved checkpoints, every time passing through a checkpoint, it feels like completing a process. The cookie factory produces exclusive cookies; The time castle is composed of colorful slides and bouncing balls, allowing time to pass and happy childhood. Three different styles of air modeling play areas, I believe that children entering the colorful world will be unforgettable. There are dozens of fun activities suitable for parent-child play in Chimelong Happy World, such as the Thunderbolt Chair and Swing House at the Happy Carnival, allowing both adults and children to immerse themselves in joyful moments. Xinghui Food Plaza offers a wide range of delicacies from around the world, with fully upgraded services. Chimelong Happy World has launched a new Coconut Grove Restaurant Food Plaza, which adopts European style architecture and features three main restaurants serving Cantonese, Western, and Southeast Asian cuisine, catering to different tourist needs and with a larger capacity. Xinghui Food Plaza fully uses french window, which is one of the sightseeing spots in the park. While enjoying the food, you can also watch the parade and the surrounding interactive performances, with a comfortable environment and a different experience. At the same time, all major restaurants in the park have comprehensively improved their food offerings, making them more delicious and comfortable. Full text ",Open at 10:00-18:00
136627117,Guangzhou,Haizhu Tram Line 1,212,4.4,6.7,,6.9,23.106965,113.322334,Bus Tours,,,"Guangzhou Haizhu Tram Line 1 has a total of 11 subway stations, including Wanshengwei, Pazhou Tower, Pazhou Bridge South, Exhibition East, Exhibition Central, Exhibition West, Nanfeng, Pati, Liede Bridge South, Guangzhou Tower East, and Guangzhou Tower.",Open at 07:30-22:00(Admission ends at 22:00)
13759436,Guangzhou,Haixinsha Island,576,4.7,5.4,,0.0,23.111441,113.324642,Beaches; Islands/Peninsulas; Nighttime sightseeing,,1-2 hours,"Haixinsha is located in the area of Bati, the Pearl River - Guangzhou Tower - Huacheng Square. It is an artificial island located on the the Pearl River. The night scene here is very beautiful. With the lights of Huacheng Square, you can see the colorful changes of Guangzhou Tower across the river, which reflect each other. Moreover, it is also a great destination for the exterior of Guangzhou Tower, where many photography enthusiasts take photos. The Asian Games Park on the island was the venue for the opening ceremony of the Guangzhou Asian Games in 2010. Those who have watched the opening ceremony will surely remember this boat shaped sports arena vividly. Huacheng Square is on the north bank of the Pearl River, Haixinsha is in the river, and Guangzhou Tower is on the south bank. The unique geographical location makes Haixinsha and its surrounding areas a must for exploring the international metropolis of Guangzhou, which is a new landmark of Guangzhou. The subway APM line connects these three areas to form a three-point line. Generally, APM can take you to Haixinsha Station, but if you want to have a better tour, it is recommended to get off at Dahua Theater Station. Because you can also visit the Grand Theatre and Guangzhou Library, which are new cultural landmarks in Guangzhou. Then take a slow walk to Liede Bridge and see Haixinsha and Guangzhou Tower from the other side.",Open at 07:00-23:00
76901,Guangzhou,The Nanyue King Museum of The Western Han Dynasty,879,4.6,6.9,,800.0,23.137852,113.261029,Museums,,2 hours,"The Western Han Nanyue King Museum is located in Yuexiu District, Guangzhou, and is the exhibition area for the royal tombs of the Nanyue King Museum (a research center for the history of Western Han Nanyue). In June 1983, the tomb of the King of Nanyue was excavated and unearthed. The museum was built based on the original site of the tomb, mainly displaying the original site of the King of Nanyue's tomb and its unearthed cultural relics. Compared to other museums, its highlight lies in the precious ""Silk Thread Jade Robe"". The Silk Thread Jade Robe of the King of Nanyue is one of the earliest and most complete sets of jade robes excavated in China, which is definitely worth a visit. Also, this museum was built on the site of the cemetery, so it contains the tomb of the King of Nanyue. To the east of the museum is a three story comprehensive exhibition building, and to the north is a two-story main exhibition building. The three buildings are connected as a whole by a surrounding corridor that connects them up and down. The museum has a total of 10 exhibition halls, with permanent exhibitions including cultural relics exhibitions and porcelain pillow exhibitions, as well as occasional temporary exhibitions. The cultural relics exhibition is the main body of the museum, mainly consisting of unearthed cultural relics from the tomb of King Zhao Xu of Nanyue, with over 10000 pieces of various burial objects unearthed from the tomb. The exhibition is divided into five units: Emperor Wen's Golden Seal, Treasures of the Main Chamber, Martyrdom in the Tomb, Treasures in the Imperial Treasury, and Bell and Ding Food. There are a large number of jade artifacts in the accompanying collection, such as the Qingyu Jiao Cup, eleven sets of jade accessories, and fifty-eight jade sword ornaments, all of which are significant discoveries in Han jade. The treasures among jade artifacts are undoubtedly the ""Silk Thread Jade Robe"", ""Carrying Plate High Foot Cup"", and ""Dragon and Phoenix Pattern Heavy Ring Jade Pendant"". The dragon and phoenix patterned heavy ring jade pendant is a decorative jade artifact unearthed from the right eye of the tomb owner. It is carved from blue and white jade and is divided into two rings: the inner ring is intricately carved with a swimming dragon, and the outer ring is intricately carved with a phoenix bird. Its design has been selected as the emblem of the Nanyue King Museum of the Western Han Dynasty. Full text ",Open at 09:00-17:30(Tickets available until 17:00; admission ends at 17:00)
10548670,Guangzhou,Pearl River Night Cruise Dashatou Pier,2042,4.4,5.7,,98.0,23.112392,113.285462,Boat Tours; Nighttime sightseeing,,1-2 hours,"Dashatou Wharf of the Pearl River Night Tour is one of the main wharfs of the Pearl River Night Tour. This is the former Guangzhou water transportation hub, where a fighter jet manufactured by the revolutionary military government successfully flew, so it is of great significance. Today, all kinds of cruise ships for the Pearl River night tour are also a scenic spot of Dashatou Wharf. It is also very pleasant to start from the memorial wharf here and see the beautiful night scenes of Guangzhou Tower, Haixinsha, the Pearl River New City and other places. Full text ",Open at 09:00-22:30
