name,real_city,avg_price,small_cate,stars,review_count,good_remarks,bad_remarks,longitude,latitude,product_rating,environment_rating,service_rating
Huaxi Township Homestay,Jinan,39.0,Economy,4.0,4,4.0,0.0,116.820191,36.51637,7.5,8.5,8.2
Jinan Hesheng Manor Hotel,Jinan,595.5,Luxury,4.0,13,14.0,0.0,116.734915,36.341157,7.4,7.8,7.8
GreenTree Inn Express Hotel,Jinan,207.0,Economy,4.5,10,11.0,1.0,116.817235,36.556805,8.4,8.5,8.2
Ginza Jiayi Jingsu Hotel,Jinan,249.0,Midscale,4.0,6,9.0,0.0,116.819192,36.55891,7.7,7.7,7.8
vienna hotel,Jinan,342.0,Upscale,4.5,15,16.0,1.0,117.534052,36.714828,8.2,8.6,8.6
Motai Hotel,Jinan,201.0,Economy,4.5,19,17.0,0.0,117.528812,36.716689,8.8,8.8,8.7
Shungeng Mountain Villa Ecological Park,Jinan,430.5,Upscale,4.5,12,12.0,0.0,117.533019,36.763114,8.0,8.9,8.9
Urban 118 Selected Hotels,Jinan,193.5,Economy,3.5,4,6.0,0.0,117.516165,36.67106,7.5,7.7,8.0
Dolphin Bay Theme Hotel,Jinan,126.0,Economy,3.5,65,55.0,3.0,117.527986,36.672584,7.6,7.5,7.5
Baimai Mingzhu Hotel,Jinan,267.0,Economy,4.0,25,24.0,2.0,117.53712,36.71043,7.7,8.0,8.0
Zhangqiu Ginza Jiayue Hotel,Jinan,387.0,Upscale,3.5,153,124.0,13.0,117.531532,36.700095,7.9,7.7,7.9
Jinjiang Star,Jinan,153.0,Economy,4.5,65,64.0,0.0,117.522646,36.717482,8.6,8.7,8.7
GreenTree Inn Express Hotel,Jinan,210.0,Economy,3.5,9,9.0,1.0,117.524236,36.673282,7.3,7.5,7.3
7-day chain hotel,Jinan,187.5,Economy,4.5,30,28.0,0.0,117.555417,36.719694,8.4,8.3,8.7
GreenTree Inn Express Hotel,Jinan,177.0,Economy,3.5,6,6.0,0.0,116.439695,36.271622,7.2,7.2,7.2
Tianlin Express Hotel,Jinan,178.5,Midscale,2.0,4,4.0,0.0,117.304211,36.692917,6.0,6.0,6.0
Tianrunquan Business Hotel,Jinan,75.0,Economy,2.0,2,2.0,0.0,116.980466,36.659249,6.0,6.0,6.0
Qing Shang Hotel,Haikou,138.0,Economy,2.0,16,6.0,7.0,110.353652,20.030874,6.6,5.8,5.7
Hotel Conchiglia,Haikou,255.0,Economy,3.5,2,1.0,0.0,110.334523,20.062274,7.2,6.5,7.0
Home Inn,Haikou,309.0,Economy,3.5,5,4.0,1.0,110.317743,20.026447,7.1,7.1,6.9
Binlin Junkun Hotel,Haikou,336.0,Midscale,3.5,1,1.0,0.0,110.31375,19.996471,6.9,7.0,7.0
Mini Sunshine Business Hotel,Haikou,177.0,Economy,3.5,2,2.0,0.0,110.334451,20.030226,6.9,7.1,7.0
Quansen Hotel,Haikou,130.5,Economy,3.5,3,3.0,1.0,110.321527,20.026058,7.0,7.1,7.0
Xinyu Hotel,Haikou,177.0,Economy,3.5,2,1.0,1.0,110.343939,19.986596,7.2,7.1,6.7
Jindian Hotel,Haikou,582.0,Economy,3.5,6,3.0,0.0,110.341707,20.051734,7.3,7.1,7.1
Changhai Hotel,Haikou,84.0,Economy,3.5,1,1.0,0.0,110.34077,20.0524,7.0,7.1,7.1
Baojia Business Hotel,Haikou,258.0,Midscale,3.5,5,4.0,1.0,110.327351,20.005098,7.2,7.0,7.3
Jingtang Boutique Hotel,Haikou,189.0,Economy,3.5,2,2.0,0.0,110.33959,20.052117,6.9,7.0,7.0
Haikou Space Capsule Youth Hostel,Haikou,219.0,Economy,3.5,3,2.0,1.0,110.343988,19.986604,6.9,6.9,7.0
Golden Wing Hotel,Haikou,147.0,Economy,3.5,5,3.0,1.0,110.36199,19.998511,7.1,7.1,7.1
Seven Days Sunshine Hotel,Haikou,162.0,Economy,3.5,6,5.0,1.0,110.493114,19.935299,7.1,7.1,7.1
Jinju Lai Hotel,Haikou,162.0,Economy,3.5,8,6.0,1.0,110.323341,20.061194,7.1,6.9,7.1
Qiantai Hotel,Haikou,244.5,Economy,3.5,2,2.0,0.0,110.302046,20.001467,7.1,7.2,7.2
Dayongchang Hotel,Haikou,147.0,Economy,3.5,9,7.0,0.0,110.34423,19.998648,7.3,7.4,7.4
Haikou Jindong Island Hotel,Haikou,132.0,Economy,3.0,1,1.0,0.0,110.475667,19.987233,6.7,6.8,6.8
Xi Yingmen Hotel,Haikou,222.0,Midscale,3.5,1,1.0,0.0,110.326775,19.97619,7.0,7.0,7.0
Meirui Hotel,Haikou,159.0,Economy,3.5,1,1.0,0.0,110.50072,19.944144,7.1,7.4,7.1
Yiyue Boutique Homestay,Haikou,231.0,Economy,4.5,1,1.0,0.0,110.344587,20.043397,8.4,8.4,8.5
Friendship Fashion Apartment,Haikou,132.0,Economy,3.5,2,2.0,0.0,110.302056,20.00376,6.9,6.9,6.9
Xinhua Da Ying Shan Hong Hotel,Haikou,217.5,Economy,3.0,2,1.0,0.0,110.327809,20.014437,6.9,6.9,6.8
Time Garden Hotel,Haikou,192.0,Economy,3.5,1,1.0,0.0,110.322906,20.001693,7.2,7.2,7.2
Tongtongjia Hotel,Haikou,162.0,Economy,3.5,1,1.0,0.0,110.497143,19.933577,7.2,7.3,7.3
Prince Edward Road Hotel,Haikou,258.0,Economy,3.5,7,7.0,0.0,110.362281,20.023267,7.0,7.1,7.2
Jiayi Dian Business Hotel,Haikou,151.5,Economy,3.5,7,6.0,1.0,110.373633,20.004261,7.2,7.4,7.3
Jindu Gladen Boutique Hotel,Haikou,180.0,Economy,3.5,1,1.0,0.0,110.329388,20.029254,6.9,6.9,6.9
Jincandu Hotel,Haikou,132.0,Economy,3.0,3,2.0,1.0,110.284662,20.013125,6.8,6.9,6.9
Haikou Jiangpeng Hotel,Haikou,357.0,Midscale,3.5,12,7.0,1.0,110.328968,20.020527,7.2,7.0,7.1
Fengnian Hui Business Hotel,Haikou,150.0,Economy,3.5,6,3.0,1.0,110.375687,19.987047,7.0,6.9,6.9
Wang Min Business Hotel,Haikou,157.5,Economy,3.5,3,3.0,0.0,110.493773,19.936,7.1,7.2,7.2
Songtao Business Hotel,Haikou,204.0,Economy,3.5,5,3.0,1.0,110.3462003,20.03195477,7.1,7.0,7.2
Pinyi Business Hotel,Haikou,190.5,Economy,3.5,4,2.0,1.0,110.367235,20.02813,7.5,7.7,7.7
Chuanhu Hotel,Haikou,204.0,Economy,3.5,2,1.0,0.0,110.350222,20.003911,7.2,7.2,7.2
Haikou Lerongrong Family Accommodation,Haikou,100.5,Economy,3.5,1,1.0,0.0,110.514856,19.968684,7.4,7.4,7.1
Shuiyunjian Style Inn,Haikou,222.0,Economy,3.5,1,1.0,0.0,110.330853,20.040574,7.6,7.6,7.2
Haikou Leling Express Hotel,Haikou,180.0,Economy,3.5,1,1.0,0.0,110.277015,20.001674,6.9,6.9,6.9
Xilaiju Hotel,Haikou,150.0,Economy,3.0,1,1.0,0.0,110.314979,19.987101,6.7,6.9,6.8
Jiayun Duo Hotel,Haikou,103.5,Economy,3.5,4,3.0,0.0,110.365841,20.039631,6.9,6.9,7.0
Honghui Business Hotel,Haikou,264.0,Midscale,3.0,7,4.0,1.0,110.34622,20.0206,6.4,6.6,6.6
Sunshine Lily Business Hotel,Haikou,144.0,Economy,3.0,3,2.0,1.0,110.330718,20.04058,6.3,6.5,6.5
Qing Shang Ya Zhan Micro Movie Theme Hotel,Haikou,100.5,Economy,3.0,6,2.0,2.0,110.351931,19.990802,6.0,6.7,6.3
Laifu Jiayuan Hotel,Haikou,387.0,Economy,3.0,6,4.0,2.0,110.374379,19.990012,6.5,6.9,6.9
Blue Ocean Hongtai Hotel,Haikou,231.0,Midscale,2.0,16,8.0,5.0,110.364238,19.988947,7.2,6.7,6.0
Xinyu Fashion Hotel,Haikou,180.0,Midscale,3.0,6,4.0,2.0,110.346277,19.986911,6.9,5.9,6.1
Chenghang Boutique Hotel,Haikou,129.0,Midscale,3.5,2,2.0,0.0,110.494911,19.935069,7.0,7.0,7.0
Nabaixiang Hotel,Haikou,208.5,Economy,3.5,1,1.0,0.0,110.437703,19.967641,7.1,7.0,7.0
Xinhaoting Express Hotel,Haikou,198.0,Economy,3.5,3,3.0,0.0,110.298474,19.998181,6.9,6.9,6.9
Huanghua Holiday Hotel,Haikou,102.0,Economy,3.5,3,2.0,1.0,110.470226,19.98202,7.0,6.9,6.9
Northern Business Hotel,Haikou,183.0,Economy,3.0,2,1.0,0.0,110.334337,20.02374,6.8,6.9,6.9
Meiya Hotel,Haikou,282.0,Economy,3.5,1,1.0,0.0,110.464026,19.942958,6.9,6.9,6.9
Haikou Jingrun Hotel,Haikou,328.5,Economy,3.0,2,0.0,1.0,110.293607,19.997177,6.8,6.2,6.3
Dahe Fashion Hotel,Haikou,148.5,Economy,3.0,2,1.0,1.0,110.358924,20.005447,6.9,6.9,6.0
Gladen Fashion Hotel,Haikou,136.5,Economy,3.0,6,4.0,1.0,110.350249,19.994739,6.4,6.8,6.8
Jinyu Hotel,Haikou,135.0,Economy,3.5,1,1.0,0.0,110.347265,19.989615,7.3,7.3,7.4
Huaheng Business Hotel,Haikou,157.5,Economy,3.0,1,0.0,2.0,110.277032,20.002019,6.4,6.5,6.6
Jiajie Chain Hotel,Haikou,162.0,Economy,3.0,17,13.0,4.0,110.328474,20.018646,7.1,6.4,6.3
Dejia Hotel,Haikou,207.0,Economy,3.0,5,2.0,2.0,110.333732,20.00146,6.7,6.5,6.6
Jingruilong Business Hotel,Haikou,222.0,Economy,3.0,2,0.0,2.0,110.328173,20.006622,6.8,6.5,6.6
Golden Key Hotel,Haikou,147.0,Economy,3.5,1,1.0,0.0,110.352424,20.03632,6.7,6.9,6.9
Jinyu Hotel,Haikou,99.0,Economy,3.0,6,3.0,1.0,110.347846,20.033829,6.7,7.0,6.8
Longquan Star,Haikou,207.0,Economy,3.5,24,15.0,4.0,110.338599,20.007761,7.2,7.6,7.4
898 Grand Hotel,Haikou,135.0,Midscale,3.5,6,5.0,1.0,110.437828,19.965968,7.0,6.9,7.0
Jinjiang Star,Haikou,165.0,Economy,4.0,248,197.0,20.0,110.356705,20.03835,8.5,8.2,8.4
Home Inn,Haikou,156.0,Economy,4.0,234,194.0,7.0,110.344911,20.036583,7.7,8.3,8.0
Haikou Juzhi Hetai Hotel,Haikou,381.0,Luxury,4.0,4,3.0,0.0,110.196408,20.046233,7.4,8.3,8.2
Haikou Shengfule Kangnian Hotel,Haikou,376.5,Luxury,3.5,28,20.0,4.0,110.19553,20.046207,7.3,7.3,7.7
Captain's Home Theme Hotel,Haikou,232.5,Economy,4.5,175,151.0,5.0,110.337995,20.021854,8.5,8.5,8.5
Haikou Wushe Boutique Homestay,Haikou,217.5,Economy,4.5,13,14.0,0.0,110.344268,20.054094,8.5,8.8,8.3
Golden coast lawton hotel,Haikou,415.5,Luxury,3.5,126,72.0,26.0,110.337156,20.064438,7.4,7.1,6.8
Haikou Hongyantang Hotel,Haikou,729.0,Luxury,3.5,16,10.0,3.0,110.209306,20.052443,7.5,7.5,7.6
Meilan Airport Business Hotel,Haikou,153.0,Midscale,4.5,89,78.0,7.0,110.491922,19.935742,8.3,8.4,8.1
Haikou Fuxing City Yuexi Boutique Hotel,Haikou,412.5,Luxury,3.5,54,38.0,4.0,110.318889,20.038123,7.4,7.6,7.6
Xingge Hotel,Haikou,174.0,Economy,4.5,13,14.0,0.0,110.464596,19.942791,8.1,8.6,8.5
Xiangjiang International Hot Spring Hotel,Haikou,108.0,Luxury,3.5,120,95.0,9.0,110.35958,20.003999,7.3,7.2,7.1
Guiyuantian Qingshe Theme Hotel,Haikou,315.0,Economy,4.0,9,8.0,0.0,110.367339,20.002686,7.2,8.5,8.7
Ziyou Island Hotel,Haikou,270.0,Midscale,4.0,19,20.0,1.0,110.366205,20.009812,7.8,7.9,8.0
Yongjia Hotel,Haikou,388.5,Midscale,4.5,16,16.0,0.0,110.315608,19.996045,8.2,8.6,8.7
Meilaiju Hotel,Haikou,171.0,Economy,4.5,36,31.0,1.0,110.461829,19.93985,7.9,8.7,8.6
Swan Lake Couple Theme Hotel,Haikou,408.0,Economy,4.0,64,57.0,3.0,110.333834,20.022815,7.8,8.1,8.2
Haikou Jianwai Boutique Homestay,Haikou,285.0,Economy,4.5,18,19.0,0.0,110.345072,20.043549,8.7,8.5,8.8
Langham Hotel Haikou,Haikou,1077.0,Luxury,5.0,89,87.0,2.0,110.315703,20.030479,9.1,9.2,9.2
Vienna International Hotel,Haikou,429.0,Upscale,4.0,4,4.0,0.0,110.32867,19.998751,7.4,7.9,8.0
Forest City Hotel,Haikou,376.5,Upscale,4.5,98,88.0,2.0,110.367042,19.988375,8.6,8.6,8.7
Manyue Hot Spring Selection Hotel,Haikou,310.5,Upscale,3.5,42,32.0,6.0,110.349943,20.0631,7.5,7.3,7.5
Haikou Marriott Hotel,Haikou,820.5,Luxury,5.0,298,265.0,20.0,110.191639,20.059481,9.0,9.1,9.1
Golden Dragon Hotel,Haikou,412.5,Luxury,3.0,68,45.0,12.0,110.344931,19.983271,8.0,6.9,7.0
Golden Sea Hotel,Haikou,423.0,Upscale,3.5,83,57.0,8.0,110.31831,20.031184,7.6,7.6,7.6
Rural Time Theme Inn,Haikou,252.0,Midscale,4.0,19,17.0,0.0,110.284371,19.999635,8.0,7.9,7.7
Hainan Guest House,Haikou,774.0,Luxury,4.5,121,109.0,6.0,110.346788,20.018597,8.9,8.8,8.7
Jiangwan Sea View Hotel,Haikou,280.5,Upscale,3.0,71,33.0,17.0,110.342137,20.04732,7.4,6.6,6.3
Xinhua Holiday Hotel,Haikou,193.5,Economy,4.5,16,16.0,0.0,110.464825,19.94255,8.5,8.5,8.5
Island Holiday Inn,Haikou,88.5,Economy,3.5,4,1.0,2.0,110.291215,20.01588,6.9,6.9,6.9
Longquan Garden Hotel,Haikou,301.5,Midscale,3.5,82,60.0,6.0,110.342932,20.031889,8.2,7.6,7.5
Time Printing Chain Theme Hotel,Haikou,268.5,Midscale,4.0,118,99.0,7.0,110.347239,20.028673,7.9,7.8,8.2
Green Jiayuan Business Hotel,Haikou,400.5,Midscale,3.5,14,9.0,6.0,110.319,20.0316,7.6,7.6,7.7
Love Clear Sea Theme Hotel,Haikou,192.0,Economy,4.5,18,24.0,0.0,110.494817,19.936312,8.4,8.8,8.7
Runbao Business Hotel,Haikou,237.0,Economy,3.5,5,4.0,0.0,110.21114,20.012,6.3,7.1,7.1
City Holiday Hotel,Haikou,235.5,Economy,3.5,7,5.0,0.0,110.339888,20.027004,7.3,7.3,7.3
Coconut Island Star Resort Hotel,Haikou,300.0,Midscale,3.5,45,34.0,4.0,110.382882,19.9795,7.0,7.0,7.0
Joyful Hot Spring Hotel,Haikou,357.0,Midscale,3.5,21,11.0,3.0,110.303043,20.02159,7.6,7.5,7.4
Haikou Tujia Sveden Resort Apartment,Haikou,366.0,Economy,3.5,24,17.0,3.0,110.340222,20.06953397,7.1,7.3,7.2
Wanlilong Business Hotel,Haikou,376.5,Upscale,2.0,28,19.0,5.0,110.31501,20.02242,7.3,5.9,6.1
Haikou Twelve Oaks Hotel,Haikou,340.5,Upscale,3.0,36,19.0,6.0,110.342972,20.022718,7.1,6.9,6.5
KAKA HOUSE - Kaka Apartment,Haikou,285.0,Economy,4.5,8,8.0,0.0,110.318889,20.025495,8.5,8.6,8.4
Happy Farm Hot Spring Resort,Haikou,409.5,Upscale,3.0,25,17.0,5.0,110.226585,19.921213,7.1,6.9,6.7
Longquan Hotel,Haikou,363.0,Upscale,3.5,58,42.0,3.0,110.339846,20.032705,7.7,7.6,7.5
Haikou Gongheyuan Health Resort Hotel,Haikou,349.5,Upscale,3.5,63,51.0,6.0,110.341687,20.058707,8.1,7.6,7.2
Wuzhishan International Hotel Haikou,Haikou,255.0,Upscale,2.0,61,30.0,19.0,110.348246,20.030377,7.1,6.0,5.7
Real Madrid Holiday Nanhai Museum Hotel,Haikou,420.0,Upscale,3.5,102,69.0,19.0,110.325352,20.021243,7.7,7.5,7.7
Haikou Huanke 1921 Boutique Homestay,Haikou,375.0,Economy,4.5,33,28.0,1.0,110.344322,20.043265,8.7,8.6,8.3
Haikou Haihuayu Boutique Hotel,Haikou,406.5,Upscale,4.0,31,27.0,3.0,110.251291,20.023521,8.2,8.1,8.2
Haikou Xiaoyin Homestay,Haikou,102.0,Economy,4.5,12,13.0,0.0,110.34476,20.055298,8.5,8.5,8.6
Haikou Blue Sky Pavilion Hotel,Haikou,180.0,Midscale,4.5,7,6.0,2.0,110.359949,19.99331,8.4,8.0,8.5
Haikou Maotai Welcome Hotel,Haikou,379.5,Upscale,3.5,68,53.0,4.0,110.345576,19.986839,7.9,7.7,7.6
Ulan Hot Spring Hotel,Haikou,490.5,Upscale,3.5,48,37.0,4.0,110.2494175,20.02272773,7.0,7.2,6.8
Xiling Holiday Hotel,Haikou,417.0,Upscale,3.5,120,96.0,12.0,110.343264,20.031569,8.4,7.5,7.3
Haikou Anzhi Tinglan Hot Spring Resort Hotel,Haikou,412.5,Upscale,3.5,22,18.0,1.0,110.344889,20.073099,7.0,7.2,7.6
Xingtai Yuehai Hotel,Haikou,447.0,Upscale,4.0,9,8.0,0.0,110.32133,20.026413,8.1,7.5,7.9
Haikou Marriott Hotel,Haikou,846.0,Luxury,5.0,50,46.0,2.0,110.330409,19.915954,8.7,9.1,9.1
New Jiugang Hotel,Haikou,244.5,Economy,3.5,2,1.0,1.0,110.333172,20.020587,6.9,6.9,7.0
Sheraton Haikou,Haikou,834.0,Luxury,5.0,400,344.0,20.0,110.215068,20.052043,9.0,9.0,9.0
Haikou Meilan Airport Hotel,Haikou,552.0,Upscale,3.0,32,24.0,7.0,110.462465,19.940291,9.1,5.8,6.8
Ziyou Island Hotel,Haikou,192.0,Economy,3.0,8,6.0,3.0,110.33602,20.023397,6.5,5.9,5.9
Hainan Jinfu Business Hotel,Haikou,216.0,Economy,3.0,12,8.0,2.0,110.344234,20.052188,7.2,6.5,6.4
Jiahai Jindun Business Hotel,Haikou,192.0,Economy,3.0,2,0.0,1.0,110.319039,19.991043,6.2,6.4,6.5
Private Home Chain Hotel style Apartments,Haikou,277.5,Economy,3.0,20,14.0,4.0,110.344479,20.031404,6.3,6.1,6.1
Laifu Jingyuan Hotel,Haikou,148.5,Economy,2.0,7,2.0,4.0,110.36527,20.038947,5.9,6.0,6.0
Kunfa Business Hotel,Haikou,159.0,Economy,3.0,2,1.0,1.0,110.497734,19.937881,6.3,6.5,6.7
Jinxiu Urban Hotel,Haikou,162.0,Economy,3.0,7,1.0,2.0,110.307798,20.00159,7.0,7.2,6.4
Happiness Harbor Apartment,Haikou,147.0,Economy,3.0,1,0.0,1.0,110.298469,19.999369,6.4,6.5,6.6
6+3 Boutique Fashion Hotel (Shangbang Baihui City Branch),Haikou,162.0,Economy,3.0,1,0.0,1.0,110.320855,20.016586,6.2,6.0,6.2
Jingshan Hotel,Haikou,255.0,Midscale,3.0,14,8.0,1.0,110.340945,19.990815,6.2,6.5,6.4
Longquan Youth Hub Hotel,Haikou,280.5,Midscale,3.5,3,2.0,0.0,110.338718,20.007775,7.0,6.9,6.9
The Ritz Carlton Haikou Hotel,Haikou,1218.0,Luxury,5.0,66,65.0,3.0,110.331164,19.915941,9.0,9.2,9.3
New Jinrui Hotel,Haikou,109.5,Economy,3.5,4,3.0,0.0,110.328397,19.987716,7.0,7.0,7.0
Yuezhou Hotel,Haikou,121.5,Economy,3.0,1,1.0,0.0,110.32681,20.00862,6.8,6.8,6.9
Haikou Port Flavor Travel Rental Hotel,Haikou,70.5,Economy,3.5,2,3.0,0.0,110.374365,20.011989,6.9,6.9,6.9
Haikou Yishe Youth Hostel,Haikou,58.5,Economy,3.0,4,2.0,0.0,110.346147,20.055892,6.9,6.9,6.9
Yuhu Hotel,Haikou,279.0,Economy,3.0,5,3.0,1.0,110.350051,20.004192,6.7,6.9,6.8
Tiantian Resort Hotel,Haikou,132.0,Economy,3.0,4,2.0,2.0,110.346229,20.028314,6.8,6.9,6.9
Zhijia Hotel,Haikou,142.5,Economy,3.0,3,2.0,0.0,110.438356,19.965223,6.8,6.9,6.9
Haikou Xingzhe Turtle Youth Hostel,Haikou,57.0,Economy,3.5,2,1.0,0.0,110.318019,20.014566,7.0,6.9,6.9
Puckston Hotel,Haikou,180.0,Midscale,3.5,5,4.0,1.0,110.361926,20.002313,6.6,6.7,6.8
Yuhai Hot Spring Hotel,Haikou,192.0,Midscale,3.5,7,5.0,1.0,110.347615,20.030163,7.1,6.9,6.9
Jinjuxin Fashion Hotel,Haikou,192.0,Economy,3.5,3,2.0,0.0,110.333651,20.0189,6.6,6.9,6.5
Jiayi Business Hotel,Haikou,112.5,Economy,3.5,2,2.0,0.0,110.352162,20.035529,7.2,7.2,7.2
Xihong Hotel,Haikou,192.0,Economy,3.5,7,3.0,3.0,110.28379,20.0178,6.9,7.0,7.0
Four Seasons Hongyun Hotel,Haikou,183.0,Economy,3.5,10,8.0,1.0,110.329586,19.993372,7.4,7.4,7.4
Haikou Huacai Huayi Hotel,Haikou,844.5,Luxury,5.0,117,113.0,8.0,110.315925,20.055579,9.1,9.2,9.2
hotelo Heidelberg,Haikou,294.0,Upscale,4.5,250,192.0,21.0,110.320097,20.024593,8.7,8.7,8.5
Howard Johnson New Port Resort Haikou,Haikou,702.0,Luxury,4.0,146,122.0,9.0,110.356067,20.069548,8.0,8.1,8.6
Real Madrid Holiday Hotel,Haikou,391.5,Luxury,3.5,208,148.0,24.0,110.35278,20.030089,7.7,7.9,7.4
Mingguang International Hotel,Haikou,529.5,Luxury,3.5,288,209.0,32.0,110.336553,19.999539,7.9,7.6,7.7
Hainan Sun City Hotel,Haikou,442.5,Upscale,3.5,124,97.0,9.0,110.336468,20.038658,7.7,7.3,7.1
Haikou Guanlan Lake Resort Hotel,Haikou,826.5,Luxury,5.0,439,390.0,25.0,110.3189801,19.91278032,9.0,9.0,9.1
Tianyi International Hotel,Haikou,486.0,Upscale,3.5,41,33.0,7.0,110.381245,19.994035,7.4,7.4,7.5
Haikou Meilan Greenland Platinum Q Hotel,Haikou,499.5,Upscale,3.5,3,3.0,1.0,110.435357,19.962061,6.8,7.0,7.8
Hainan Junhua Haiyi Hotel,Haikou,741.0,Luxury,3.5,67,45.0,7.0,110.300184,20.021709,7.4,7.2,7.4
Longfu Resort Hotel,Haikou,184.5,Upscale,3.5,16,11.0,3.0,110.338501,20.068098,7.5,7.3,6.5
Haikou Baofa Shengyi Hotel,Haikou,462.0,Luxury,3.5,78,60.0,7.0,110.32019,20.027566,8.0,7.5,7.3
Real Madrid Holiday Island Style Hotel,Haikou,447.0,Luxury,4.0,61,52.0,1.0,110.37523,20.039175,7.6,7.8,8.2
Hai Nan Hotel,Haikou,243.0,Upscale,3.5,51,31.0,3.0,110.355116,20.030653,7.6,7.9,7.8
Haikou Century Landscape Art Theme Hotel,Haikou,253.5,Upscale,3.5,115,81.0,22.0,110.333265,20.023724,7.6,7.3,7.2
Jinlianhua Hetai Sea View Hotel,Haikou,402.0,Upscale,3.0,49,29.0,10.0,110.313108,20.02818,7.2,7.0,6.0
Kangnian Crown Garden Hotel,Haikou,591.0,Luxury,3.5,65,49.0,5.0,110.321713,20.013567,7.6,7.4,7.3
Noble Yacht Club Hotel,Haikou,382.5,Upscale,3.5,97,64.0,13.0,110.229723,20.041819,7.5,7.5,7.1
Meishi Mayflower Golf Resort Hotel,Haikou,381.0,Luxury,3.5,60,47.0,5.0,110.241775,20.027884,7.3,7.5,7.6
New Yantai Hotel,Haikou,528.0,Luxury,3.5,85,71.0,7.0,110.355134,20.063358,7.3,7.5,7.5
huandao tide hotel,Haikou,457.5,Upscale,3.5,86,57.0,7.0,110.350028,20.055749,7.7,7.8,7.6
Jinhong Hot Spring Garden Hotel,Haikou,385.5,Upscale,3.5,60,37.0,7.0,110.34632,20.02261,7.5,7.4,7.1
Tianyou Hotel,Haikou,435.0,Luxury,3.5,144,107.0,18.0,110.2285,20.040854,7.3,7.0,7.3
Hongzhou Edrui Royal Garden Hotel,Haikou,619.5,Luxury,5.0,226,198.0,14.0,110.431877,19.951989,9.1,9.1,9.0
Haikou Zhongyin HNA Guoshang Hotel,Haikou,468.0,Upscale,4.0,85,70.0,3.0,110.340608,20.029516,8.5,7.9,8.0
Sanxian Impressions · Home Hotel,Haikou,352.5,Upscale,4.0,48,42.0,5.0,110.190861,20.044176,8.4,7.8,8.2
Haikou West Coast Holiday Hotel,Haikou,555.0,Upscale,5.0,71,68.0,4.0,110.216835,20.04914,8.7,9.1,9.0
Oscar Hotel,Haikou,349.5,Upscale,3.5,44,29.0,8.0,110.34468,20.029849,7.9,7.5,7.4
BaoHua Harbour View Hotel,Haikou,457.5,Upscale,4.0,173,122.0,12.0,110.317248,20.030951,8.7,7.9,7.5
Real Madrid Holiday Nanyang Museum Hotel,Haikou,447.0,Luxury,5.0,113,109.0,1.0,110.346792,20.044951,9.1,9.1,9.1
Tianyi East Ring Hotel,Haikou,429.0,Luxury,3.5,106,84.0,12.0,110.34262,19.98673,7.8,7.8,7.4
Jiameihua Hotel,Haikou,124.5,Economy,3.5,1,1.0,0.0,110.324064,20.005379,7.0,7.0,7.0
Aili Sea View Hotel,Haikou,237.0,Economy,4.0,72,61.0,4.0,110.337742,20.043007,8.1,7.5,7.7
Island Language Coffee Homestay,Haikou,132.0,Economy,3.5,1,1.0,0.0,110.342369,20.054888,6.9,6.9,6.9
Tiantian Holiday Hotel,Haikou,184.5,Economy,3.5,1,1.0,0.0,110.306717,20.007865,6.9,6.9,6.8
Jinhe Development Travel Rental,Haikou,144.0,Economy,3.0,1,1.0,0.0,110.2967,19.997466,6.8,6.9,6.9
Yinlong Business Hotel,Haikou,192.0,Economy,3.5,2,2.0,0.0,110.351893,20.039488,6.9,6.9,6.9
Wenyue Hotel,Haikou,117.0,Economy,3.5,3,2.0,0.0,110.478589,19.972106,7.0,6.6,6.7
Guest House Hotel,Haikou,142.5,Economy,3.0,1,1.0,0.0,110.288843,20.012562,6.8,6.9,6.9
City Holiday Hotel,Haikou,186.0,Economy,3.5,6,6.0,0.0,110.296431,20.029612,6.9,6.9,6.9
Fenglin Apartment,Haikou,132.0,Economy,3.5,6,4.0,1.0,110.330254,19.994701,6.9,6.9,6.9
Hagenda Travel Rental,Haikou,177.0,Economy,3.5,5,2.0,1.0,110.328274,19.985897,7.0,7.0,7.0
Junshan Hotel,Haikou,147.0,Economy,3.5,3,1.0,0.0,110.365926,20.039361,6.9,6.9,7.0
Jinyue Hotel,Haikou,162.0,Economy,3.0,1,1.0,0.0,110.309282,20.016873,6.8,6.8,6.8
Jinmao Hotel,Haikou,67.5,Economy,3.0,3,2.0,0.0,110.36062,19.998124,6.6,6.6,6.7
Jinzhuang Hotel,Haikou,117.0,Economy,3.0,1,1.0,0.0,110.284909,20.012816,6.8,6.9,6.9
Qianyu Hotel,Haikou,162.0,Economy,3.5,2,2.0,0.0,110.341507,20.050527,6.9,6.9,6.9
Nansha Hot Spring Hotel,Haikou,342.0,Economy,3.5,8,5.0,1.0,110.3302429,20.00857326,6.9,5.9,7.0
Lanhai Xiaoju Youth Hostel,Haikou,34.5,Economy,3.5,4,3.0,1.0,110.348897,19.988825,7.0,7.1,6.8
World Trade Sea View Hotel,Haikou,220.5,Economy,3.5,6,5.0,0.0,110.305333,20.021991,6.9,7.0,7.0
Tiantian Holiday Hotel,Haikou,142.5,Economy,3.5,6,4.0,1.0,110.437275,19.968691,6.9,7.1,7.0
V8 Holiday Inn,Haikou,132.0,Economy,3.5,2,3.0,0.0,110.352253,20.005124,7.0,7.0,7.0
